100,1,0.0000,100.0000,1.550,2.150,1&100
100,2,10.2540,99.8500,1.550,2.150,2&100
100,3,20.5080,99.5000,1.550,2.150,3&100
100,4,30.1250,99.2000,1.550,2.150,4&100
100,5,40.6500,99.1000,1.550,2.150,5&100F
100,6,55.0000,98.5000,1.550,2.150,1&200
100,7,60.1000,98.0000,1.550,2.150,1&300
100,8,62.2000,98.1000,1.550,2.150,2&300
100,9,64.3000,98.2000,1.550,2.150,3&300
100,10,66.4000,98.3000,1.550,2.150,4&300
100,11,68.5000,98.4000,1.550,2.150,5&300
100,12,70.6000,98.5000,1.550,2.150,6&300
100,13,72.7000,98.6000,1.550,2.150,7&300
100,14,74.8000,98.7000,1.550,2.150,8&300F
100,15,80.0000,100.5000,1.550,2.150,1&205
100,16,85.0000,100.5500,1.550,2.150,1&205
100,17,90.1500,95.0000,1.550,2.150,1&400
100,18,92.2500,95.1000,1.550,2.150,2&400
100,19,94.3500,95.2000,1.550,2.150,3&400
100,20,96.4500,95.3000,1.550,2.150,4&400
100,21,98.5500,95.4000,1.550,2.150,5&400
100,22,100.6500,95.5000,1.550,2.150,6&400
100,23,102.7500,95.6000,1.550,2.150,7&400F
100,24,110.0000,94.0000,1.550,2.150,1&210
100,25,120.0000,93.0000,1.550,2.150,1&101
100,26,125.0000,93.1000,1.550,2.150,2&101
100,27,130.0000,93.2000,1.550,2.150,3&101
100,28,135.0000,93.3000,1.550,2.150,4&101F
100,29,145.0000,92.0000,1.550,2.150,1&500
100,30,147.0000,92.1000,1.550,2.150,2&500
100,31,149.0000,92.2000,1.550,2.150,3&500F
100,32,160.0000,91.0000,1.550,2.150,1&600
100,33,165.0000,91.2000,1.550,2.150,2&600
100,34,170.0000,91.4000,1.550,2.150,3&600
100,35,175.0000,91.6000,1.550,2.150,4&600
100,36,180.0000,91.8000,1.550,2.150,5&600
100,37,185.0000,92.0000,1.550,2.150,6&600
100,38,190.0000,92.2000,1.550,2.150,7&600F
100,39,200.0000,90.0000,1.550,2.150,1&220
100,40,210.0000,90.0000,1.550,2.150,1&305
100,41,212.0000,90.1000,1.550,2.150,2&305
100,42,214.0000,90.2000,1.550,2.150,3&305F
100,43,230.0000,95.0000,1.550,2.150,1&700
100,44,235.0000,95.0000,1.550,2.150,2&700
100,45,240.0000,95.0000,1.550,2.150,3&700
100,46,245.0000,95.0000,1.550,2.150,4&700F
100,47,300.0000,100.0000,1.550,2.150,1&901
100,48,310.0000,100.0000,1.550,2.150,1&902
100,49,320.0000,100.0000,1.550,2.150,1&903
100,50,330.0000,100.0000,1.550,2.150,1&999
